391A9546P002,210000370,"(2017, 6, 21)",115.0
391A9554P003,20053793,"(2017, 7, 28)",60.0
391A9554P001,20053793,"(2017, 7, 28)",30.0
391A9546P003,20053793,"(2017, 7, 28)",30.0
391A9546P002,20053793,"(2017, 7, 28)",30.0
104W7837P001,20053793,"(2017, 7, 28)",44.0
115W2239P001,20053793,"(2017, 7, 28)",30.0
115W2238P003,20053793,"(2017, 7, 28)",30.0
115W2238P005,20053793,"(2017, 7, 28)",30.0
115W2238P003,210000370,"(2017, 9, 5)",549.0
